dataset,num_and_cat,model_score,instance_certainty_clf,acc_ablation,acc_pure,acc_proba,acc_shap,acc_EXPLAN,acc_LORE,acc_anchor,prec_ablation,prec_pure,prec_proba,prec_shap,prec_EXPLAN,prec_LORE,prec_anchor,rec_ablation,rec_pure,rec_proba,rec_shap,rec_EXPLAN,rec_LORE,rec_anchor,f1_ablation,f1_pure,f1_proba,f1_shap,f1_EXPLAN,f1_LORE,f1_anchor
yeast,knn-nosuite,0.5929919137466307,0.6,0.36082474226804123,0.0,0.0,0.5492957746478874,,0.7254901960784313,0.32075471698113206,0.36082474226804123,0.0,0.0,0.5492957746478874,,0.7254901960784313,0.32075471698113206,0.36082474226804123,0.0,0.0,0.5492957746478874,,0.7254901960784313,0.32075471698113206,0.3608247422680413,0.0,0.0,0.5492957746478874,,0.7254901960784313,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.6,0.3333333333333333,0.0,0.0,0.2,,1.0,0.1725067385444744,0.3333333333333333,0.0,0.0,0.2,,1.0,0.1725067385444744,0.3333333333333333,0.0,0.0,0.2,,1.0,0.1725067385444744,0.3333333333333333,0.0,0.0,0.20000000000000004,,1.0,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.6,0.3333333333333333,0.0,0.0,0.6,,0.5,0.1725067385444744,0.3333333333333333,0.0,0.0,0.6,,0.5,0.1725067385444744,0.3333333333333333,0.0,0.0,0.6,,0.5,0.1725067385444744,0.3333333333333333,0.0,0.0,0.6,,0.5,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.6,0.4270833333333333,0.0,0.0,0.0,0.5,0.0,0.32075471698113206,0.4270833333333333,0.0,0.0,0.0,0.5,0.0,0.32075471698113206,0.4270833333333333,0.0,0.0,0.0,0.5,0.0,0.32075471698113206,0.4270833333333333,0.0,0.0,0.0,0.5,0.0,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.6,0.59375,0.0,0.0,1.0,,0.40625,0.2830188679245283,0.59375,0.0,0.0,1.0,,0.40625,0.2830188679245283,0.59375,0.0,0.0,1.0,,0.40625,0.2830188679245283,0.59375,0.0,0.0,1.0,,0.40625,0.2830188679245283
yeast,knn-nosuite,0.5929919137466307,0.4,0.4528301886792453,0.0,0.0,0.4375,,0.375,0.32075471698113206,0.4528301886792453,0.0,0.0,0.4375,,0.375,0.32075471698113206,0.4528301886792453,0.0,0.0,0.4375,,0.375,0.32075471698113206,0.4528301886792453,0.0,0.0,0.4375,,0.375,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.6,0.0,0.0,0.0,0.6290322580645161,,0.46875,0.32075471698113206,0.0,0.0,0.0,0.6290322580645161,,0.46875,0.32075471698113206,0.0,0.0,0.0,0.6290322580645161,,0.46875,0.32075471698113206,0.0,0.0,0.0,0.6290322580645161,,0.46875,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,1.0,0.6046511627906976,0.0,0.0,0.7352941176470589,,0.6595744680851063,0.1725067385444744,0.6046511627906976,0.0,0.0,0.7352941176470589,,0.6595744680851063,0.1725067385444744,0.6046511627906976,0.0,0.0,0.7352941176470589,,0.6595744680851063,0.1725067385444744,0.6046511627906976,0.0,0.0,0.735294117647059,,0.6595744680851063,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,1.0,0.7727272727272727,0.0,0.0,0.7272727272727273,,0.7647058823529411,0.1725067385444744,0.7727272727272727,0.0,0.0,0.7272727272727273,,0.7647058823529411,0.1725067385444744,0.7727272727272727,0.0,0.0,0.7272727272727273,,0.7647058823529411,0.1725067385444744,0.7727272727272727,0.0,0.0,0.7272727272727273,,0.7647058823529412,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.8,0.5769230769230769,0.0,0.0,0.7446808510638298,,0.7714285714285715,0.1725067385444744,0.5769230769230769,0.0,0.0,0.7446808510638298,,0.7714285714285715,0.1725067385444744,0.5769230769230769,0.0,0.0,0.7446808510638298,,0.7714285714285715,0.1725067385444744,0.5769230769230769,0.0,0.0,0.7446808510638298,,0.7714285714285715,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,1.0,0.5882352941176471,0.0,0.0,0.6666666666666666,,0.6153846153846154,0.2830188679245283,0.5882352941176471,0.0,0.0,0.6666666666666666,,0.6153846153846154,0.2830188679245283,0.5882352941176471,0.0,0.0,0.6666666666666666,,0.6153846153846154,0.2830188679245283,0.5882352941176471,0.0,0.0,0.6666666666666666,,0.6153846153846154,0.2830188679245283
yeast,knn-nosuite,0.5929919137466307,0.6,0.55,0.0,0.0,0.42857142857142855,,0.5714285714285714,0.2830188679245283,0.55,0.0,0.0,0.42857142857142855,,0.5714285714285714,0.2830188679245283,0.55,0.0,0.0,0.42857142857142855,,0.5714285714285714,0.2830188679245283,0.55,0.0,0.0,0.42857142857142855,,0.5714285714285714,0.2830188679245283
yeast,knn-nosuite,0.5929919137466307,0.6,0.7804878048780488,0.0,0.0,0.8484848484848485,,0.6578947368421053,0.11320754716981132,0.7804878048780488,0.0,0.0,0.8484848484848485,,0.6578947368421053,0.11320754716981132,0.7804878048780488,0.0,0.0,0.8484848484848485,,0.6578947368421053,0.11320754716981132,0.7804878048780488,0.0,0.0,0.8484848484848486,,0.6578947368421053,0.11320754716981132
yeast,knn-nosuite,0.5929919137466307,0.6,0.6896551724137931,0.0,0.0,0.9166666666666666,,0.8064516129032258,0.1725067385444744,0.6896551724137931,0.0,0.0,0.9166666666666666,,0.8064516129032258,0.1725067385444744,0.6896551724137931,0.0,0.0,0.9166666666666666,,0.8064516129032258,0.1725067385444744,0.6896551724137931,0.0,0.0,0.9166666666666666,,0.8064516129032258,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.4,0.0,0.0,0.0,0.4,,0.0,0.32075471698113206,0.0,0.0,0.0,0.4,,0.0,0.32075471698113206,0.0,0.0,0.0,0.4,,0.0,0.32075471698113206,0.0,0.0,0.0,0.4000000000000001,,0.0,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.6,0.4772727272727273,0.0,0.0,0.782608695652174,,0.6521739130434783,0.1725067385444744,0.4772727272727273,0.0,0.0,0.782608695652174,,0.6521739130434783,0.1725067385444744,0.4772727272727273,0.0,0.0,0.782608695652174,,0.6521739130434783,0.1725067385444744,0.4772727272727273,0.0,0.0,0.782608695652174,,0.6521739130434783,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.4,0.40540540540540543,0.0,0.0,0.6521739130434783,,0.5342465753424658,0.32075471698113206,0.40540540540540543,0.0,0.0,0.6521739130434783,,0.5342465753424658,0.32075471698113206,0.40540540540540543,0.0,0.0,0.6521739130434783,,0.5342465753424658,0.32075471698113206,0.40540540540540543,0.0,0.0,0.6521739130434783,,0.5342465753424658,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.4,0.4,0.0,0.0,0.0,,0.0,0.1725067385444744,0.4,0.0,0.0,0.0,,0.0,0.1725067385444744,0.4,0.0,0.0,0.0,,0.0,0.1725067385444744,0.4000000000000001,0.0,0.0,0.0,,0.0,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.8,0.6382978723404256,0.0,0.0,0.8285714285714286,,0.8823529411764706,0.11320754716981132,0.6382978723404256,0.0,0.0,0.8285714285714286,,0.8823529411764706,0.11320754716981132,0.6382978723404256,0.0,0.0,0.8285714285714286,,0.8823529411764706,0.11320754716981132,0.6382978723404256,0.0,0.0,0.8285714285714286,,0.8823529411764706,0.11320754716981132
yeast,knn-nosuite,0.5929919137466307,0.6,0.75,0.0,0.0,0.8,,0.75,0.1725067385444744,0.75,0.0,0.0,0.8,,0.75,0.1725067385444744,0.75,0.0,0.0,0.8,,0.75,0.1725067385444744,0.75,0.0,0.0,0.8000000000000002,,0.75,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.6,0.5238095238095238,0.0,0.0,0.375,0.5714285714285714,0.7,0.32075471698113206,0.5238095238095238,0.0,0.0,0.375,0.5714285714285714,0.7,0.32075471698113206,0.5238095238095238,0.0,0.0,0.375,0.5714285714285714,0.7,0.32075471698113206,0.5238095238095238,0.0,0.0,0.375,0.5714285714285714,0.7,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.6,0.36363636363636365,0.0,0.0,0.0,,0.391304347826087,0.32075471698113206,0.36363636363636365,0.0,0.0,0.0,,0.391304347826087,0.32075471698113206,0.36363636363636365,0.0,0.0,0.0,,0.391304347826087,0.32075471698113206,0.36363636363636365,0.0,0.0,0.0,,0.391304347826087,0.32075471698113206
yeast,knn-nosuite,0.5929919137466307,0.6,0.5194805194805194,0.0,0.0,0.84375,,0.8529411764705882,0.11320754716981132,0.5194805194805194,0.0,0.0,0.84375,,0.8529411764705882,0.11320754716981132,0.5194805194805194,0.0,0.0,0.84375,,0.8529411764705882,0.11320754716981132,0.5194805194805194,0.0,0.0,0.84375,,0.8529411764705882,0.11320754716981132
yeast,knn-nosuite,0.5929919137466307,0.6,0.4,0.0,0.0,0.3333333333333333,,0.5714285714285714,0.2830188679245283,0.4,0.0,0.0,0.3333333333333333,,0.5714285714285714,0.2830188679245283,0.4,0.0,0.0,0.3333333333333333,,0.5714285714285714,0.2830188679245283,0.4000000000000001,0.0,0.0,0.3333333333333333,,0.5714285714285714,0.2830188679245283
yeast,knn-nosuite,0.5929919137466307,0.8,0.5287356321839081,0.0,0.0,0.7352941176470589,,0.7777777777777778,0.1725067385444744,0.5287356321839081,0.0,0.0,0.7352941176470589,,0.7777777777777778,0.1725067385444744,0.5287356321839081,0.0,0.0,0.7352941176470589,,0.7777777777777778,0.1725067385444744,0.5287356321839081,0.0,0.0,0.735294117647059,,0.7777777777777778,0.1725067385444744
yeast,knn-nosuite,0.5929919137466307,0.8,0.4,0.0,0.0,0.5,,0.42857142857142855,0.02425876010781671,0.4,0.0,0.0,0.5,,0.42857142857142855,0.02425876010781671,0.4,0.0,0.0,0.5,,0.42857142857142855,0.02425876010781671,0.4000000000000001,0.0,0.0,0.5,,0.42857142857142855,0.02425876010781671
yeast,knn-nosuite,0.5929919137466307,0.6,0.75,0.0,0.0,0.3333333333333333,,0.0,0.03234501347708895,0.75,0.0,0.0,0.3333333333333333,,0.0,0.03234501347708895,0.75,0.0,0.0,0.3333333333333333,,0.0,0.03234501347708895,0.75,0.0,0.0,0.3333333333333333,,0.0,0.03234501347708895
yeast,knn-nosuite,0.5929919137466307,0.6,0.0,0.0,0.0,0.32,,0.0,0.2830188679245283,0.0,0.0,0.0,0.32,,0.0,0.2830188679245283,0.0,0.0,0.0,0.32,,0.0,0.2830188679245283,0.0,0.0,0.0,0.32,,0.0,0.2830188679245283
yeast,knn-nosuite,0.5929919137466307,0.8,0.6382978723404256,0.0,0.0,0.8846153846153846,,0.8571428571428571,0.11320754716981132,0.6382978723404256,0.0,0.0,0.8846153846153846,,0.8571428571428571,0.11320754716981132,0.6382978723404256,0.0,0.0,0.8846153846153846,,0.8571428571428571,0.11320754716981132,0.6382978723404256,0.0,0.0,0.8846153846153846,,0.8571428571428571,0.11320754716981132
yeast,knn-nosuite,0.5929919137466307,0.6,0.7142857142857143,0.0,0.0,0.5652173913043478,,0.5416666666666666,0.2830188679245283,0.7142857142857143,0.0,0.0,0.5652173913043478,,0.5416666666666666,0.2830188679245283,0.7142857142857143,0.0,0.0,0.5652173913043478,,0.5416666666666666,0.2830188679245283,0.7142857142857143,0.0,0.0,0.5652173913043478,,0.5416666666666666,0.2830188679245283
